Univ_ZhT_Srce;Univ_ZhT_Strd;Univ_Eng;Status_ZhT;Status_Eng;Eng_Source
南京巡警學堂;南京巡警學堂;Nanjing Police School;;;Claude Sonnet 5 (compositional)
南京工業專門學校;南京工業專門學校;Nanjing Industrial Vocational College;;;Claude Sonnet 5 (compositional)
南京市立小學;南京市立小學;Nanjing Municipal Primary School;;;Claude Sonnet 5 (compositional)
南京市立職業學校;南京市立職業學校;Nanjing Municipal Vocational School;;;Claude Sonnet 5 (compositional)
南京法政學堂;南京法政學堂;Nanjing Law and Politics School;;;Claude Sonnet 5 (compositional)
南京法政學校;南京法政學校;Nanjing Law and Politics School;;;Claude Sonnet 5 (compositional)
南京法政講習所;南京法政講習所;Nanjing Law and Politics Training Institute;;;Claude Sonnet 5 (compositional)
南京私立會計專門學校;南京私立會計專門學校;Nanjing Private Accounting Vocational College;;;Claude Sonnet 5 (compositional)
南京第一女子中學;南京第一女子中學;Nanjing First Girls' Middle School;;;Claude Sonnet 5 (compositional)
南京美專;南京美專;Nanjing Fine Arts College;;;Claude Sonnet 5 (compositional)
南京警官學校;南京警官學校;Nanjing Police School;;;Claude Sonnet 5 (compositional)
南京軍需學校;南京軍需學校;Nanjing Military Supply School;;;Claude Sonnet 5 (compositional)
南京陸軍小學;南京陸軍小學;Nanjing Military Primary School;;;Claude Sonnet 5 (compositional)
南京體育師范學校;南京體育師范學校;Nanjing Physical Education Normal School;;;Claude Sonnet 5 (compositional)
南昌法政專校;南昌法政專校;Nanchang Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
南昌高等師范學校;南昌高等師范學校;Nanchang Higher Normal School;;;Claude Sonnet 5 (compositional)
南通中學;南通中學;Nantung Middle School;;;Claude Sonnet 5 (compositional)
南通女子師范;南通女子師范;Nantung Girls' Normal School;;;Claude Sonnet 5 (compositional)
南通師范;南通師范;Nantung Normal School;;;Claude Sonnet 5 (compositional)
南通警務學校;南通警務學校;Nantung Police Affairs School;;;Claude Sonnet 5 (compositional)
南通農業專門學校;南通農業專門學校;Nantung Agricultural Vocational College;;;Claude Sonnet 5 (compositional)
台山縣立中學;台山縣立中學;Taishan County Middle School;;;Claude Sonnet 5 (compositional)
吉林法政學堂;吉林法政學堂;Jilin Law and Politics School;;;Claude Sonnet 5 (compositional)
吉林陸軍小學;吉林陸軍小學;Jilin Military Primary School;;;Claude Sonnet 5 (compositional)
吳淞商船專科學校;吳淞商船專科學校;Wusung Merchant Marine Vocational School;;;Claude Sonnet 5 (compositional)
吳淞海軍學校;吳淞海軍學校;Wusung Naval School;;;Claude Sonnet 5 (compositional)
嘉興女中;嘉興女中;Kashing Girls' Middle School;;;Claude Sonnet 5 (compositional)
四川外國語學院;四川外國語學院;Sichuan Foreign Languages College;;;Claude Sonnet 5 (compositional)
四川文理學院;四川文理學院;Sichuan Arts and Sciences College;;;Claude Sonnet 5 (compositional)
四川法政學堂;四川法政學堂;Sichuan Law and Politics School;;;Claude Sonnet 5 (compositional)
四川省立中學;四川省立中學;Sichuan Provincial Middle School;;;Claude Sonnet 5 (compositional)
四川省立第一師范;四川省立第一師范;Sichuan Provincial First Normal School;;;Claude Sonnet 5 (compositional)
四川省立第三師范學校;四川省立第三師范學校;Sichuan Provincial Third Normal School;;;Claude Sonnet 5 (compositional)
四川省立第六中學;四川省立第六中學;Sichuan Provincial Sixth Middle School;;;Claude Sonnet 5 (compositional)
四川私立法政專門學校;四川私立法政專門學校;Sichuan Private Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
四川財政專門學校;四川財政專門學校;Sichuan Finance Vocational College;;;Claude Sonnet 5 (compositional)
四川高等學校;四川高等學校;Sichuan Higher School;;;Claude Sonnet 5 (compositional)
四川高等巡警學堂;四川高等巡警學堂;Sichuan Higher Police School;;;Claude Sonnet 5 (compositional)
四川高等工業學校;四川高等工業學校;Sichuan Higher Industrial School;;;Claude Sonnet 5 (compositional)
國民大學;國民大學;National University;;;Claude Sonnet 5 (compositional)
國民學院;國民學院;National College;;;Claude Sonnet 5 (compositional)
國立大學;國立大學;National University;;;Claude Sonnet 5 (compositional)
國立工業專門學校;國立工業專門學校;National Industrial Vocational College;;;Claude Sonnet 5 (compositional)
國立師范大學;國立師范大學;National Normal University;;;Claude Sonnet 5 (compositional)
大學;大學;University;;;Claude Sonnet 5 (compositional)
天津工商大學;天津工商大學;Tianjin Industrial and Commercial University;;;Claude Sonnet 5 (compositional)
天津水產專門學校;天津水產專門學校;Tianjin Fisheries Vocational College;;;Claude Sonnet 5 (compositional)
天津電報學堂;天津電報學堂;Tianjin Telegraph School;;;Claude Sonnet 5 (compositional)
奉天初級師范;奉天初級師范;Fengtian Junior Normal School;;;Claude Sonnet 5 (compositional)
安徽中學;安徽中學;Anhui Middle School;;;Claude Sonnet 5 (compositional)
安徽優級師范;安徽優級師范;Anhui Advanced Normal School;;;Claude Sonnet 5 (compositional)
安徽大學堂;安徽大學堂;Anhui University;;;Claude Sonnet 5 (compositional)
安徽官立法政學堂;安徽官立法政學堂;Anhui Official Law and Politics School;;;Claude Sonnet 5 (compositional)
安徽法政學堂;安徽法政學堂;Anhui Law and Politics School;;;Claude Sonnet 5 (compositional)
安徽省立工業學校;安徽省立工業學校;Anhui Provincial Industrial School;;;Claude Sonnet 5 (compositional)
安徽省立師范;安徽省立師范;Anhui Provincial Normal School;;;Claude Sonnet 5 (compositional)
安徽省立法政專科學校;安徽省立法政專科學校;Anhui Provincial Law and Politics Vocational School;;;Claude Sonnet 5 (compositional)
安徽省立法政專門學校;安徽省立法政專門學校;Anhui Provincial Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
安徽省立第一中學;安徽省立第一中學;Anhui Provincial First Middle School;;;Claude Sonnet 5 (compositional)
安徽省立第一高級師范;安徽省立第一高級師范;Anhui Provincial First Senior Normal School;;;Claude Sonnet 5 (compositional)
安徽省立第二中學;安徽省立第二中學;Anhui Provincial Second Middle School;;;Claude Sonnet 5 (compositional)
安徽省立第五中學;安徽省立第五中學;Anhui Provincial Fifth Middle School;;;Claude Sonnet 5 (compositional)
安徽省立第五師范;安徽省立第五師范;Anhui Provincial Fifth Normal School;;;Claude Sonnet 5 (compositional)
安徽省立第六中學;安徽省立第六中學;Anhui Provincial Sixth Middle School;;;Claude Sonnet 5 (compositional)
安徽省立第六師范;安徽省立第六師范;Anhui Provincial Sixth Normal School;;;Claude Sonnet 5 (compositional)
安徽省立第六師范學校;安徽省立第六師范學校;Anhui Provincial Sixth Normal School;;;Claude Sonnet 5 (compositional)
安徽省立農業職業學校;安徽省立農業職業學校;Anhui Provincial Agricultural Vocational School;;;Claude Sonnet 5 (compositional)
安徽省立高中師范;安徽省立高中師范;Anhui Provincial Senior Middle School Normal School;;;Claude Sonnet 5 (compositional)
安徽省立高級中學;安徽省立高級中學;Anhui Provincial Senior Middle School;;;Claude Sonnet 5 (compositional)
安徽第九師范;安徽第九師范;Anhui Ninth Normal School;;;Claude Sonnet 5 (compositional)
安徽第五師范;安徽第五師范;Anhui Fifth Normal School;;;Claude Sonnet 5 (compositional)
安徽警察學校;安徽警察學校;Anhui Police School;;;Claude Sonnet 5 (compositional)
安徽高等學校;安徽高等學校;Anhui Higher School;;;Claude Sonnet 5 (compositional)
宜興女師;宜興女師;Yixing Girls' Normal School;;;Claude Sonnet 5 (compositional)
寧波商業學校;寧波商業學校;Ningpo Commercial School;;;Claude Sonnet 5 (compositional)
寧波師范;寧波師范;Ningpo Normal School;;;Claude Sonnet 5 (compositional)
寧波法政學校;寧波法政學校;Ningpo Law and Politics School;;;Claude Sonnet 5 (compositional)
寧波警察學堂;寧波警察學堂;Ningpo Police School;;;Claude Sonnet 5 (compositional)
山東中學;山東中學;Shandong Middle School;;;Claude Sonnet 5 (compositional)
山東商業大學;山東商業大學;Shandong Commercial University;;;Claude Sonnet 5 (compositional)
山東師范學校;山東師范學校;Shandong Normal School;;;Claude Sonnet 5 (compositional)
山東法政專門學校;山東法政專門學校;Shandong Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
山東省立法政專門學校;山東省立法政專門學校;Shandong Provincial Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
山東省立礦業專門學校;山東省立礦業專門學校;Shandong Provincial Mining Vocational College;;;Claude Sonnet 5 (compositional)
山東省立第一中學;山東省立第一中學;Shandong Provincial First Middle School;;;Claude Sonnet 5 (compositional)
山東省立第三中學;山東省立第三中學;Shandong Provincial Third Middle School;;;Claude Sonnet 5 (compositional)
山東省立第二中學;山東省立第二中學;Shandong Provincial Second Middle School;;;Claude Sonnet 5 (compositional)
山東省立第五中學;山東省立第五中學;Shandong Provincial Fifth Middle School;;;Claude Sonnet 5 (compositional)
山東省立第十中學;山東省立第十中學;Shandong Provincial Tenth Middle School;;;Claude Sonnet 5 (compositional)
山東省立第四中學;山東省立第四中學;Shandong Provincial Fourth Middle School;;;Claude Sonnet 5 (compositional)
山東省立第四師范;山東省立第四師范;Shandong Provincial Fourth Normal School;;;Claude Sonnet 5 (compositional)
山東陸軍學校;山東陸軍學校;Shandong Military School;;;Claude Sonnet 5 (compositional)
山東高等專門學校;山東高等專門學校;Shandong Higher Vocational College;;;Claude Sonnet 5 (compositional)
山西優級師范;山西優級師范;Shanxi Advanced Normal School;;;Claude Sonnet 5 (compositional)
山西省立商業專門學校;山西省立商業專門學校;Shanxi Provincial Commercial Vocational College;;;Claude Sonnet 5 (compositional)
山西省立國民師范;山西省立國民師范;Shanxi Provincial National Normal School;;;Claude Sonnet 5 (compositional)
山西省立師范學校;山西省立師范學校;Shanxi Provincial Normal School;;;Claude Sonnet 5 (compositional)
山西省立無線電學校;山西省立無線電學校;Shanxi Provincial Wireless Radio School;;;Claude Sonnet 5 (compositional)
山西省立第三中學;山西省立第三中學;Shanxi Provincial Third Middle School;;;Claude Sonnet 5 (compositional)
山西省立農業專科學校;山西省立農業專科學校;Shanxi Provincial Agricultural Vocational School;;;Claude Sonnet 5 (compositional)
山西陸軍小學;山西陸軍小學;Shanxi Military Primary School;;;Claude Sonnet 5 (compositional)
山西高等學堂;山西高等學堂;Shanxi Higher School;;;Claude Sonnet 5 (compositional)
師範學校;師範學校;Normal School;;;Claude Sonnet 5 (compositional)
師范;師范;Normal School;;;Claude Sonnet 5 (compositional)
師范大學;師范大學;Normal University;;;Claude Sonnet 5 (compositional)
師范學院;師范學院;Normal College;;;Claude Sonnet 5 (compositional)
常州中學;常州中學;Changchow Middle School;;;Claude Sonnet 5 (compositional)
常熟縣立第一高等小學;常熟縣立第一高等小學;Changshu County First Higher Primary School;;;Claude Sonnet 5 (compositional)
廣州女子師范;廣州女子師范;Guangzhou Girls' Normal School;;;Claude Sonnet 5 (compositional)
廣州工業專門學校;廣州工業專門學校;Guangzhou Industrial Vocational College;;;Claude Sonnet 5 (compositional)
廣州市立師范學校;廣州市立師范學校;Guangzhou Municipal Normal School;;;Claude Sonnet 5 (compositional)
廣州法政專門學校;廣州法政專門學校;Guangzhou Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
廣州統計專校;廣州統計專校;Guangzhou Statistics Vocational College;;;Claude Sonnet 5 (compositional)
廣東商業專門學校;廣東商業專門學校;Guangdong Commercial Vocational College;;;Claude Sonnet 5 (compositional)
廣東國民學校;廣東國民學校;Guangdong National School;;;Claude Sonnet 5 (compositional)
廣東國立大學;廣東國立大學;Guangdong National University;;;Claude Sonnet 5 (compositional)
廣東女子師范;廣東女子師范;Guangdong Girls' Normal School;;;Claude Sonnet 5 (compositional)
廣東師范學校;廣東師范學校;Guangdong Normal School;;;Claude Sonnet 5 (compositional)
廣東書院;廣東書院;Guangdong College;;;Claude Sonnet 5 (compositional)
廣東法政學堂;廣東法政學堂;Guangdong Law and Politics School;;;Claude Sonnet 5 (compositional)
廣東法政學校;廣東法政學校;Guangdong Law and Politics School;;;Claude Sonnet 5 (compositional)
廣東法政專門學校;廣東法政專門學校;Guangdong Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
廣東法科學院;廣東法科學院;Guangdong Law College;;;Claude Sonnet 5 (compositional)
廣東省立工業專門學校;廣東省立工業專門學校;Guangdong Provincial Industrial Vocational College;;;Claude Sonnet 5 (compositional)
廣東省立文理學院;廣東省立文理學院;Guangdong Provincial Arts and Sciences College;;;Claude Sonnet 5 (compositional)
廣東省立第二中學;廣東省立第二中學;Guangdong Provincial Second Middle School;;;Claude Sonnet 5 (compositional)
廣東省立第五中學;廣東省立第五中學;Guangdong Provincial Fifth Middle School;;;Claude Sonnet 5 (compositional)
廣東省立第四中學;廣東省立第四中學;Guangdong Provincial Fourth Middle School;;;Claude Sonnet 5 (compositional)
廣東統計學校;廣東統計學校;Guangdong Statistics School;;;Claude Sonnet 5 (compositional)
廣東警官學校;廣東警官學校;Guangdong Police School;;;Claude Sonnet 5 (compositional)
廣東陸軍學校;廣東陸軍學校;Guangdong Military School;;;Claude Sonnet 5 (compositional)
廣東高等學校;廣東高等學校;Guangdong Higher School;;;Claude Sonnet 5 (compositional)
廣東高等師范學校;廣東高等師范學校;Guangdong Higher Normal School;;;Claude Sonnet 5 (compositional)
廣西法政學堂;廣西法政學堂;Guangxi Law and Politics School;;;Claude Sonnet 5 (compositional)
廣西法政專門學校;廣西法政專門學校;Guangxi Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
廣西省立師范學校;廣西省立師范學校;Guangxi Provincial Normal School;;;Claude Sonnet 5 (compositional)
廣西第一師范;廣西第一師范;Guangxi First Normal School;;;Claude Sonnet 5 (compositional)
成都師范大學;成都師范大學;Chengdu Normal University;;;Claude Sonnet 5 (compositional)
揚州中學;揚州中學;Yangchow Middle School;;;Claude Sonnet 5 (compositional)
揚州第八中學;揚州第八中學;Yangchow Eighth Middle School;;;Claude Sonnet 5 (compositional)
新疆學院;新疆學院;Xinjiang College;;;Claude Sonnet 5 (compositional)
新疆高等學堂;新疆高等學堂;Xinjiang Higher School;;;Claude Sonnet 5 (compositional)
杭州公立法政學院;杭州公立法政學院;Hangzhou Public Law and Politics College;;;Claude Sonnet 5 (compositional)
杭州師范學校;杭州師范學校;Hangzhou Normal School;;;Claude Sonnet 5 (compositional)
杭州師范專修科;杭州師范專修科;Hangzhou Normal Special Program;;;Claude Sonnet 5 (compositional)
杭州省立女師;杭州省立女師;Hangzhou Provincial Girls' Normal School;;;Claude Sonnet 5 (compositional)
桂林國民學校;桂林國民學校;Kweilin National School;;;Claude Sonnet 5 (compositional)
武昌中學;武昌中學;Wuchang Middle School;;;Claude Sonnet 5 (compositional)
武昌商業專門學校;武昌商業專門學校;Wuchang Commercial Vocational College;;;Claude Sonnet 5 (compositional)
武昌商業職業學校;武昌商業職業學校;Wuchang Commercial Vocational School;;;Claude Sonnet 5 (compositional)
武昌師范大學;武昌師范大學;Wuchang Normal University;;;Claude Sonnet 5 (compositional)
武昌法政專校;武昌法政專校;Wuchang Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
武昌省立中學;武昌省立中學;Wuchang Provincial Middle School;;;Claude Sonnet 5 (compositional)
武昌省立師范;武昌省立師范;Wuchang Provincial Normal School;;;Claude Sonnet 5 (compositional)
武昌藝術專門學校;武昌藝術專門學校;Wuchang Art Vocational College;;;Claude Sonnet 5 (compositional)
武昌高等學校;武昌高等學校;Wuchang Higher School;;;Claude Sonnet 5 (compositional)
武昌高等工業學堂;武昌高等工業學堂;Wuchang Higher Industrial School;;;Claude Sonnet 5 (compositional)
武昌高等師范學校;武昌高等師范學校;Wuchang Higher Normal School;;;Claude Sonnet 5 (compositional)
武漢會計專校;武漢會計專校;Wuhan Accounting Vocational College;;;Claude Sonnet 5 (compositional)
武漢警官學校;武漢警官學校;Wuhan Police School;;;Claude Sonnet 5 (compositional)
江寧縣立中學;江寧縣立中學;Kiangning County Middle School;;;Claude Sonnet 5 (compositional)
江寧縣立師范學校;江寧縣立師范學校;Kiangning County Normal School;;;Claude Sonnet 5 (compositional)
江寧縣立師范講習所;江寧縣立師范講習所;Kiangning County Normal Training Institute;;;Claude Sonnet 5 (compositional)
江寧縣立第二高等小學;江寧縣立第二高等小學;Kiangning County Second Higher Primary School;;;Claude Sonnet 5 (compositional)
江蘇中學;江蘇中學;Jiangsu Middle School;;;Claude Sonnet 5 (compositional)
江蘇公立工業專門學校;江蘇公立工業專門學校;Jiangsu Public Industrial Vocational College;;;Claude Sonnet 5 (compositional)
江蘇公立法政專門學校;江蘇公立法政專門學校;Jiangsu Public Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
江蘇商業中學;江蘇商業中學;Jiangsu Commercial Middle School;;;Claude Sonnet 5 (compositional)
江蘇師范學堂;江蘇師范學堂;Jiangsu Normal School;;;Claude Sonnet 5 (compositional)
江蘇師范學校;江蘇師范學校;Jiangsu Normal School;;;Claude Sonnet 5 (compositional)
江蘇法政專門學校;江蘇法政專門學校;Jiangsu Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
江蘇省立中學;江蘇省立中學;Jiangsu Provincial Middle School;;;Claude Sonnet 5 (compositional)
江蘇省立大學;江蘇省立大學;Jiangsu Provincial University;;;Claude Sonnet 5 (compositional)
江蘇省立學院;江蘇省立學院;Jiangsu Provincial College;;;Claude Sonnet 5 (compositional)
江蘇省立師范學校;江蘇省立師范學校;Jiangsu Provincial Normal School;;;Claude Sonnet 5 (compositional)
江蘇省立法政學校;江蘇省立法政學校;Jiangsu Provincial Law and Politics School;;;Claude Sonnet 5 (compositional)
江蘇省立第一中學;江蘇省立第一中學;Jiangsu Provincial First Middle School;;;Claude Sonnet 5 (compositional)
江蘇省立第一師范學校;江蘇省立第一師范學校;Jiangsu Provincial First Normal School;;;Claude Sonnet 5 (compositional)
江蘇省立第一法政專門學校;江蘇省立第一法政專門學校;Jiangsu Provincial First Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
江蘇省立第七中學;江蘇省立第七中學;Jiangsu Provincial Seventh Middle School;;;Claude Sonnet 5 (compositional)
江蘇省立第七師范;江蘇省立第七師范;Jiangsu Provincial Seventh Normal School;;;Claude Sonnet 5 (compositional)
江蘇省立第七師范學校;江蘇省立第七師范學校;Jiangsu Provincial Seventh Normal School;;;Claude Sonnet 5 (compositional)
江蘇省立第三師范;江蘇省立第三師范;Jiangsu Provincial Third Normal School;;;Claude Sonnet 5 (compositional)
江蘇省立第九中學;江蘇省立第九中學;Jiangsu Provincial Ninth Middle School;;;Claude Sonnet 5 (compositional)
江蘇省立第九師范學校;江蘇省立第九師范學校;Jiangsu Provincial Ninth Normal School;;;Claude Sonnet 5 (compositional)
江蘇省立第二中學;江蘇省立第二中學;Jiangsu Provincial Second Middle School;;;Claude Sonnet 5 (compositional)
江蘇省立第二女子師范;江蘇省立第二女子師范;Jiangsu Provincial Second Girls' Normal School;;;Claude Sonnet 5 (compositional)
江蘇省立第八中學;江蘇省立第八中學;Jiangsu Provincial Eighth Middle School;;;Claude Sonnet 5 (compositional)
江蘇省立第八師范;江蘇省立第八師范;Jiangsu Provincial Eighth Normal School;;;Claude Sonnet 5 (compositional)
江蘇省立第六師范學校;江蘇省立第六師范學校;Jiangsu Provincial Sixth Normal School;;;Claude Sonnet 5 (compositional)
江蘇省立農業專門學校;江蘇省立農業專門學校;Jiangsu Provincial Agricultural Vocational College;;;Claude Sonnet 5 (compositional)
江蘇省立高等學堂;江蘇省立高等學堂;Jiangsu Provincial Higher School;;;Claude Sonnet 5 (compositional)
江蘇省立高級助產學校;江蘇省立高級助產學校;Jiangsu Provincial Senior Midwifery School;;;Claude Sonnet 5 (compositional)
江蘇警察傳習所;江蘇警察傳習所;Jiangsu Police Training Institute;;;Claude Sonnet 5 (compositional)
江蘇陸軍小學;江蘇陸軍小學;Jiangsu Military Primary School;;;Claude Sonnet 5 (compositional)
江蘇高等學校;江蘇高等學校;Jiangsu Higher School;;;Claude Sonnet 5 (compositional)
江蘇高等警察學校;江蘇高等警察學校;Jiangsu Higher Police School;;;Claude Sonnet 5 (compositional)
江西中學;江西中學;Jiangxi Middle School;;;Claude Sonnet 5 (compositional)
江西優級師范學堂;江西優級師范學堂;Jiangxi Advanced Normal School;;;Claude Sonnet 5 (compositional)
江西公立法律專門學校;江西公立法律專門學校;Jiangxi Public Law Vocational College;;;Claude Sonnet 5 (compositional)
江西官立政法學堂;江西官立政法學堂;Jiangxi Official Politics and Law School;;;Claude Sonnet 5 (compositional)
江西師范學校;江西師范學校;Jiangxi Normal School;;;Claude Sonnet 5 (compositional)
江西法官養成所;江西法官養成所;Jiangxi Judicial Training Institute;;;Claude Sonnet 5 (compositional)
江西法政專科學校;江西法政專科學校;Jiangxi Law and Politics Vocational School;;;Claude Sonnet 5 (compositional)
江西省立第一中學;江西省立第一中學;Jiangxi Provincial First Middle School;;;Claude Sonnet 5 (compositional)
江西省立第一高等師范;江西省立第一高等師范;Jiangxi Provincial First Higher Normal School;;;Claude Sonnet 5 (compositional)
江西省立第三中學;江西省立第三中學;Jiangxi Provincial Third Middle School;;;Claude Sonnet 5 (compositional)
江西省立第二職業學校;江西省立第二職業學校;Jiangxi Provincial Second Vocational School;;;Claude Sonnet 5 (compositional)
江西省立第八中學;江西省立第八中學;Jiangxi Provincial Eighth Middle School;;;Claude Sonnet 5 (compositional)
江西省立第四中學;江西省立第四中學;Jiangxi Provincial Fourth Middle School;;;Claude Sonnet 5 (compositional)
江西省立第四師范;江西省立第四師范;Jiangxi Provincial Fourth Normal School;;;Claude Sonnet 5 (compositional)
江西省立農業專門學校;江西省立農業專門學校;Jiangxi Provincial Agricultural Vocational College;;;Claude Sonnet 5 (compositional)
江西農業專門學校;江西農業專門學校;Jiangxi Agricultural Vocational College;;;Claude Sonnet 5 (compositional)
江西高等商業學校;江西高等商業學校;Jiangxi Higher Commercial School;;;Claude Sonnet 5 (compositional)
江西高等巡警學堂;江西高等巡警學堂;Jiangxi Higher Police School;;;Claude Sonnet 5 (compositional)
河北工業專門學校;河北工業專門學校;Hebei Industrial Vocational College;;;Claude Sonnet 5 (compositional)
河北法政專門學校;河北法政專門學校;Hebei Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
河北省立工業學院;河北省立工業學院;Hebei Provincial Industrial College;;;Claude Sonnet 5 (compositional)
河北省立師范學校;河北省立師范學校;Hebei Provincial Normal School;;;Claude Sonnet 5 (compositional)
河北省立師范學院;河北省立師范學院;Hebei Provincial Normal College;;;Claude Sonnet 5 (compositional)
河北省立第一師范學校;河北省立第一師范學校;Hebei Provincial First Normal School;;;Claude Sonnet 5 (compositional)
河北省立第七師范;河北省立第七師范;Hebei Provincial Seventh Normal School;;;Claude Sonnet 5 (compositional)
河北省立第三中學;河北省立第三中學;Hebei Provincial Third Middle School;;;Claude Sonnet 5 (compositional)
河北第二師范;河北第二師范;Hebei Second Normal School;;;Claude Sonnet 5 (compositional)
河北第六女子師范;河北第六女子師范;Hebei Sixth Girls' Normal School;;;Claude Sonnet 5 (compositional)
河南省立中學;河南省立中學;Henan Provincial Middle School;;;Claude Sonnet 5 (compositional)
河南省立第一高級中學;河南省立第一高級中學;Henan Provincial First Senior Middle School;;;Claude Sonnet 5 (compositional)
河南省立第三師范;河南省立第三師范;Henan Provincial Third Normal School;;;Claude Sonnet 5 (compositional)
河南省立第二中學;河南省立第二中學;Henan Provincial Second Middle School;;;Claude Sonnet 5 (compositional)
河南省立第十一中學校;河南省立第十一中學校;Henan Provincial Eleventh Middle School;;;Claude Sonnet 5 (compositional)
河南省立第十六中學;河南省立第十六中學;Henan Provincial Sixteenth Middle School;;;Claude Sonnet 5 (compositional)
河南省立高級師范學校;河南省立高級師范學校;Henan Provincial Senior Normal School;;;Claude Sonnet 5 (compositional)
河南警官學校;河南警官學校;Henan Police School;;;Claude Sonnet 5 (compositional)
河南財政學校;河南財政學校;Henan Finance School;;;Claude Sonnet 5 (compositional)
法官訓練所;法官訓練所;Judicial Training Institute;;;Claude Sonnet 5 (compositional)
法律學校;法律學校;Law School;;;Claude Sonnet 5 (compositional)
法律專門學校;法律專門學校;Law Vocational College;;;Claude Sonnet 5 (compositional)
法政大學;法政大學;Law and Politics University;;;Claude Sonnet 5 (compositional)
法政學校;法政學校;Law and Politics School;;;Claude Sonnet 5 (compositional)
法政專校;法政專校;Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
法政專門學校;法政專門學校;Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
法科大學;法科大學;Law University;;;Claude Sonnet 5 (compositional)
浙江公立商業專門學校;浙江公立商業專門學校;Zhejiang Public Commercial Vocational College;;;Claude Sonnet 5 (compositional)
浙江商業學校;浙江商業學校;Zhejiang Commercial School;;;Claude Sonnet 5 (compositional)
浙江女師;浙江女師;Zhejiang Girls' Normal School;;;Claude Sonnet 5 (compositional)
浙江官立法政學校;浙江官立法政學校;Zhejiang Official Law and Politics School;;;Claude Sonnet 5 (compositional)
浙江法專;浙江法專;Zhejiang Law Vocational College;;;Claude Sonnet 5 (compositional)
浙江法政講習所;浙江法政講習所;Zhejiang Law and Politics Training Institute;;;Claude Sonnet 5 (compositional)
浙江甲種商校;浙江甲種商校;Zhejiang Grade A Commercial School;;;Claude Sonnet 5 (compositional)
浙江省立中學;浙江省立中學;Zhejiang Provincial Middle School;;;Claude Sonnet 5 (compositional)
浙江省立第一中學;浙江省立第一中學;Zhejiang Provincial First Middle School;;;Claude Sonnet 5 (compositional)
浙江省立第三中學;浙江省立第三中學;Zhejiang Provincial Third Middle School;;;Claude Sonnet 5 (compositional)
浙江省立第三師范學校;浙江省立第三師范學校;Zhejiang Provincial Third Normal School;;;Claude Sonnet 5 (compositional)
浙江省立第二中學;浙江省立第二中學;Zhejiang Provincial Second Middle School;;;Claude Sonnet 5 (compositional)
浙江省立第八中學;浙江省立第八中學;Zhejiang Provincial Eighth Middle School;;;Claude Sonnet 5 (compositional)
浙江省立第十一中學;浙江省立第十一中學;Zhejiang Provincial Eleventh Middle School;;;Claude Sonnet 5 (compositional)
浙江省立第十一師范;浙江省立第十一師范;Zhejiang Provincial Eleventh Normal School;;;Claude Sonnet 5 (compositional)
浙江省立第十中學;浙江省立第十中學;Zhejiang Provincial Tenth Middle School;;;Claude Sonnet 5 (compositional)
浙江省立第十師范附屬小學;浙江省立第十師范附屬小學;Zhejiang Provincial Tenth Normal Affiliated Primary School;;;Claude Sonnet 5 (compositional)
浙江省立第四中學;浙江省立第四中學;Zhejiang Provincial Fourth Middle School;;;Claude Sonnet 5 (compositional)
浙江省立第四師範;浙江省立第四師範;Zhejiang Provincial Fourth Normal School;;;Claude Sonnet 5 (compositional)
浙江省立高級中學;浙江省立高級中學;Zhejiang Provincial Senior Middle School;;;Claude Sonnet 5 (compositional)
浙江私立法政專門學校;浙江私立法政專門學校;Zhejiang Private Law and Politics Vocational College;;;Claude Sonnet 5 (compositional)
浙江職業學校;浙江職業學校;Zhejiang Vocational School;;;Claude Sonnet 5 (compositional)
浙江醫學專校;浙江醫學專校;Zhejiang Medical Vocational College;;;Claude Sonnet 5 (compositional)
浙江高等學堂;浙江高等學堂;Zhejiang Higher School;;;Claude Sonnet 5 (compositional)
浙江高等鐵路學校;浙江高等鐵路學校;Zhejiang Higher Railway School;;;Claude Sonnet 5 (compositional)
湖北商業學校;湖北商業學校;Hubei Commercial School;;;Claude Sonnet 5 (compositional)
湖北大學;湖北大學;Hubei University;;;Claude Sonnet 5 (compositional)
湖北工業專門學校;湖北工業專門學校;Hubei Industrial Vocational College;;;Claude Sonnet 5 (compositional)
湖北師范學校;湖北師范學校;Hubei Normal School;;;Claude Sonnet 5 (compositional)
湖北會計學校;湖北會計學校;Hubei Accounting School;;;Claude Sonnet 5 (compositional)
湖北省立中學;湖北省立中學;Hubei Provincial Middle School;;;Claude Sonnet 5 (compositional)
