Discipline_ZhS_Srce,Discipline_ZhT_Srce,Discipline_Level2,Discipline_Level2_Strd,Discipline_Level1,Discipline_Level1_Strd,Discipline_Level0,Discipline_Level0_ZhT,Level1_code,,,,
英国文学系,英國文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英国语言文学系,英國語言文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文,英文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
"英文
史学类研究生","英文
史學類研究生",Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
"英文
哲学","英文
哲學",Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
"英文
国文","英文
國文",Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
"英文
教育","英文
教育",Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
"英文
文预","英文
文預",Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
"英文
经济","英文
經濟",Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文 一年,英文 一年,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文（选）,英文（選）,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文（选））,英文（選））,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文*,英文*,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文主系,英文主系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文主系：国文副系,英文主系：國文副系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文学,英文學,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文学系,英文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文系,英文系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英文组,英文組,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英语,英語,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英语学系,英語學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英语班外文系,英語班外文系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英语系,英語系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
英语部,英語部,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
艺专文学系,藝專文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
艺术专科文学系,藝術專科文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
西文,西文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
西洋文学系,西洋文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
西语,西語,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
西语系,西語系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
,語文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
语文学系,語文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
语言,語言,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
语言学,語言學,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
语言学系,語言學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
语言文学部,語言文學部,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
语言组,語言組,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译学,譯學,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译学管俄文,譯學管俄文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译学管英文,譯學管英文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译学馆,譯學館,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译学馆俄文,譯學館俄文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译学馆德文,譯學館德文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译学馆日文,譯學館日文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译学馆法文,譯學館法文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译学馆英文,譯學館英文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
译法馆法文班,譯法館法文班,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
辽东学院中国文学系,遼東學院中國文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
辽东学院中国文学系一年生,遼東學院中國文學系一年生,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
辽东学院中国文学系二年级,遼東學院中國文學系二年級,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
辽东学院文学系一年,遼東學院文學系一年,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
辽宁艺专文学系,遼甯藝專文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
辽宁艺术专科学校文学系,遼甯藝術專科學校文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
青州广德书院,青州廣德書院,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
预乙英文,預乙英文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
预科法文,預科法文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
中 中文,文學,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
交预 国文,交預 國文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
交预 英文,交預 英文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
文学院，外国语文系,文學院，外國語文系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
文学院政治经济系，后转入外文系,文學院政治經濟系，後轉入外文系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
文学院政治经济系，后转入英文系，后转入经济系,文學院政治經濟系，後轉入英文系，後轉入經濟系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
文学院行政组，后转入文学院外文系,文學院行政組，後轉入文學院外文系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
文本中文 法律,文本中文 法律,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
文理_中文,文理_中文,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
文理_外国文学系,文理_外國文學系,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
文理_外国语文学,文理_外國語文學,Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
"理预
国文","理預
國文",Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
"理预
国文
哲学","理預
國文
哲學",Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
"理预
文预","理預
文預",Languages and Literature,文學與外語,Humanities,人文學科,Humanities and Social Sciences,人文社會科學,HUM,,,,
